Receipt ID,Date,Supplier ID,Supplier,Arrival Hour,Units,Arrived On Time,Damage Free,Documents Correct,Dock To Stock Hours
R000359,2026-01-07,SUP08,Harbor Home,10,429,0,1,1,3.67
R000360,2026-01-07,SUP08,Harbor Home,6,1243,0,1,1,2.27
R000361,2026-01-07,SUP09,Iris Kids,11,361,1,1,1,3.69
R000362,2026-01-07,SUP10,Juniper Kitchen,14,479,1,1,1,2.4
R000363,2026-01-07,SUP05,Evergreen Pet,13,854,1,1,1,2.25
R000364,2026-01-07,SUP09,Iris Kids,6,775,1,1,1,3.73
R000365,2026-01-07,SUP08,Harbor Home,7,1002,1,1,1,3.43
R000366,2026-01-07,SUP01,Alder Foods,20,687,1,1,1,4.34
R000367,2026-01-07,SUP07,Granite Tools,9,1010,1,1,1,2.14
R000368,2026-01-07,SUP02,Brightline Beauty,9,499,1,1,1,3.78
R000369,2026-01-07,SUP03,Cobalt Electronics,9,753,1,1,1,2.35
R000370,2026-01-07,SUP05,Evergreen Pet,18,809,1,1,1,4.38
R000371,2026-01-07,SUP02,Brightline Beauty,12,802,1,1,1,3.17
R000372,2026-01-07,SUP08,Harbor Home,11,745,1,1,1,3.57
R000373,2026-01-07,SUP01,Alder Foods,8,1351,1,1,1,2.84
R000374,2026-01-07,SUP10,Juniper Kitchen,10,503,1,1,1,2.18
R000375,2026-01-07,SUP01,Alder Foods,13,1164,1,1,1,3.84
R000376,2026-01-07,SUP04,Delta Apparel,8,939,1,1,1,2.77
R000377,2026-01-07,SUP08,Harbor Home,7,544,1,1,1,3.51
R000378,2026-01-07,SUP01,Alder Foods,17,416,1,1,1,4.31
R000379,2026-01-07,SUP08,Harbor Home,16,357,1,1,1,5.13
R000380,2026-01-07,SUP06,Fjord Outdoor,13,592,1,1,1,3.69
R000381,2026-01-07,SUP07,Granite Tools,11,1173,1,1,1,3.09
R000382,2026-01-07,SUP02,Brightline Beauty,19,1082,1,1,1,5.53
R000383,2026-01-07,SUP02,Brightline Beauty,15,799,1,1,1,2.13
R000384,2026-01-07,SUP07,Granite Tools,9,790,1,1,1,2.34
R000385,2026-01-07,SUP03,Cobalt Electronics,19,1386,1,1,1,7.52
R000386,2026-01-07,SUP06,Fjord Outdoor,14,533,1,1,1,3.34
R000387,2026-01-07,SUP05,Evergreen Pet,14,1218,1,1,1,2.41
R000388,2026-01-07,SUP08,Harbor Home,14,690,1,1,1,3.75
R000389,2026-01-07,SUP08,Harbor Home,13,473,1,1,1,2.33
R000390,2026-01-07,SUP05,Evergreen Pet,15,696,1,1,1,2.2
R000391,2026-01-07,SUP08,Harbor Home,8,1383,1,1,1,3.02
R000392,2026-01-07,SUP07,Granite Tools,10,728,1,1,1,2.48
R000393,2026-01-07,SUP06,Fjord Outdoor,7,1252,0,1,1,2.98
R000394,2026-01-07,SUP04,Delta Apparel,6,1301,1,1,1,2.76
R000395,2026-01-07,SUP01,Alder Foods,16,773,1,1,1,8.42
R000396,2026-01-07,SUP07,Granite Tools,19,639,1,1,1,6.96
R000397,2026-01-07,SUP10,Juniper Kitchen,8,904,1,1,1,3.8
R000398,2026-01-07,SUP10,Juniper Kitchen,13,585,1,1,1,4.13
R000399,2026-01-07,SUP05,Evergreen Pet,12,345,1,1,1,3.35
R000400,2026-01-07,SUP01,Alder Foods,17,692,1,1,1,5.98
R000401,2026-01-07,SUP03,Cobalt Electronics,7,682,0,1,1,4.05
R000402,2026-01-08,SUP10,Juniper Kitchen,17,1160,1,1,1,5.6
R000403,2026-01-08,SUP08,Harbor Home,10,1053,1,1,1,2.68
R000404,2026-01-08,SUP01,Alder Foods,8,914,1,1,1,2.62
R000405,2026-01-08,SUP10,Juniper Kitchen,12,978,1,1,1,3.35
R000406,2026-01-08,SUP06,Fjord Outdoor,9,734,1,1,1,3.46
R000407,2026-01-08,SUP02,Brightline Beauty,8,1305,1,1,1,2.63
R000408,2026-01-08,SUP01,Alder Foods,9,752,1,1,1,3.86
R000409,2026-01-08,SUP10,Juniper Kitchen,6,889,1,1,1,2.92
R000410,2026-01-08,SUP05,Evergreen Pet,8,1280,1,1,1,2.98
R000411,2026-01-08,SUP03,Cobalt Electronics,6,1308,1,1,1,4.09
R000412,2026-01-08,SUP02,Brightline Beauty,9,1324,1,1,1,4.02
R000413,2026-01-08,SUP05,Evergreen Pet,12,783,1,1,1,2.45
R000414,2026-01-08,SUP05,Evergreen Pet,13,274,1,1,1,3.58
R000415,2026-01-08,SUP08,Harbor Home,8,817,1,1,1,4.12
R000416,2026-01-08,SUP05,Evergreen Pet,9,1156,1,1,1,2.33
R000417,2026-01-08,SUP09,Iris Kids,12,628,1,1,1,2.45
R000418,2026-01-08,SUP10,Juniper Kitchen,14,494,0,1,1,3.07
R000419,2026-01-08,SUP04,Delta Apparel,11,1365,1,1,1,2.58
R000420,2026-01-08,SUP10,Juniper Kitchen,10,1069,1,1,1,3.4
R000421,2026-01-08,SUP08,Harbor Home,10,1199,1,1,1,3.28
R000422,2026-01-08,SUP04,Delta Apparel,9,1198,1,1,1,3.41
R000423,2026-01-08,SUP06,Fjord Outdoor,9,783,1,1,1,3.49
R000424,2026-01-08,SUP06,Fjord Outdoor,7,679,0,1,1,4.06
R000425,2026-01-08,SUP06,Fjord Outdoor,9,256,1,1,1,3.65
R000426,2026-01-08,SUP06,Fjord Outdoor,9,1018,1,1,1,2.23
R000427,2026-01-08,SUP03,Cobalt Electronics,6,858,1,1,1,4.17
R000428,2026-01-08,SUP04,Delta Apparel,14,917,1,1,1,2.93
R000429,2026-01-08,SUP04,Delta Apparel,10,1176,1,1,1,3.29
R000430,2026-01-08,SUP04,Delta Apparel,13,1307,1,1,1,4.0
R000431,2026-01-08,SUP03,Cobalt Electronics,8,1253,1,1,1,3.98
R000432,2026-01-08,SUP08,Harbor Home,16,504,1,1,1,6.1
R000433,2026-01-08,SUP10,Juniper Kitchen,15,1101,1,1,1,3.59
R000434,2026-01-08,SUP04,Delta Apparel,19,1247,1,1,1,6.91
R000435,2026-01-08,SUP03,Cobalt Electronics,16,679,1,1,1,7.54
R000436,2026-01-08,SUP08,Harbor Home,9,1034,1,1,1,3.55
R000437,2026-01-08,SUP08,Harbor Home,18,708,1,0,1,7.37
R000438,2026-01-08,SUP02,Brightline Beauty,12,929,1,1,1,3.89
R000439,2026-01-08,SUP08,Harbor Home,17,1018,1,1,1,7.91
R000440,2026-01-08,SUP09,Iris Kids,13,998,1,1,1,3.43
R000441,2026-01-08,SUP06,Fjord Outdoor,12,904,1,1,1,2.0
R000442,2026-01-08,SUP08,Harbor Home,10,901,1,1,1,2.8
R000443,2026-01-08,SUP03,Cobalt Electronics,12,407,1,1,1,2.09
R000444,2026-01-08,SUP03,Cobalt Electronics,20,1398,1,1,1,6.76
R000445,2026-01-08,SUP04,Delta Apparel,11,605,1,1,1,2.03
R000446,2026-01-08,SUP04,Delta Apparel,10,1292,1,1,1,4.08
R000447,2026-01-08,SUP07,Granite Tools,14,534,1,1,1,3.25
R000448,2026-01-08,SUP05,Evergreen Pet,8,1185,1,1,1,3.99
R000449,2026-01-08,SUP10,Juniper Kitchen,8,509,1,1,1,4.11
R000450,2026-01-08,SUP03,Cobalt Electronics,15,1340,1,1,1,2.49
R000451,2026-01-08,SUP10,Juniper Kitchen,12,534,1,1,1,3.03
R000452,2026-01-08,SUP02,Brightline Beauty,7,360,0,1,1,3.23
R000453,2026-01-08,SUP07,Granite Tools,8,436,0,1,1,2.16
R000454,2026-01-08,SUP05,Evergreen Pet,9,1153,1,1,1,3.42
R000455,2026-01-08,SUP01,Alder Foods,12,351,1,1,1,3.06
R000456,2026-01-08,SUP10,Juniper Kitchen,14,1017,1,1,1,4.08
R000457,2026-01-08,SUP04,Delta Apparel,8,969,1,0,1,2.4
R000458,2026-01-09,SUP03,Cobalt Electronics,9,869,1,1,1,4.08
R000459,2026-01-09,SUP09,Iris Kids,9,674,1,1,1,3.37
R000460,2026-01-09,SUP06,Fjord Outdoor,10,738,1,1,1,2.56
R000461,2026-01-09,SUP08,Harbor Home,7,1366,1,1,1,3.32
R000462,2026-01-09,SUP03,Cobalt Electronics,13,612,1,1,1,3.95
R000463,2026-01-09,SUP04,Delta Apparel,11,864,1,1,1,2.84
R000464,2026-01-09,SUP01,Alder Foods,20,995,0,1,0,8.61
R000465,2026-01-09,SUP08,Harbor Home,9,661,1,1,1,2.06
R000466,2026-01-09,SUP05,Evergreen Pet,10,362,0,1,1,2.86
R000467,2026-01-09,SUP07,Granite Tools,10,862,1,1,1,2.99
R000468,2026-01-09,SUP06,Fjord Outdoor,8,505,1,1,1,2.97
R000469,2026-01-09,SUP08,Harbor Home,15,858,1,0,1,2.29
R000470,2026-01-09,SUP10,Juniper Kitchen,10,817,1,1,1,3.02
R000471,2026-01-09,SUP08,Harbor Home,10,1358,1,1,1,3.45
R000472,2026-01-09,SUP10,Juniper Kitchen,16,497,1,1,1,4.98
R000473,2026-01-09,SUP01,Alder Foods,8,628,0,1,1,2.93
R000474,2026-01-09,SUP04,Delta Apparel,15,332,1,1,1,3.46
R000475,2026-01-09,SUP07,Granite Tools,15,801,1,1,1,2.92
R000476,2026-01-09,SUP03,Cobalt Electronics,15,964,1,0,1,3.73
R000477,2026-01-09,SUP07,Granite Tools,13,1128,1,1,1,3.81
R000478,2026-01-09,SUP10,Juniper Kitchen,13,402,1,1,1,3.0
R000479,2026-01-09,SUP04,Delta Apparel,11,308,1,1,1,3.06
R000480,2026-01-09,SUP05,Evergreen Pet,17,1118,1,1,1,7.4
R000481,2026-01-09,SUP02,Brightline Beauty,11,1313,1,1,1,3.82
R000482,2026-01-09,SUP09,Iris Kids,10,1171,1,1,1,2.99
R000483,2026-01-09,SUP09,Iris Kids,11,964,1,1,1,3.75
R000484,2026-01-09,SUP04,Delta Apparel,15,933,1,1,1,2.71
R000485,2026-01-09,SUP08,Harbor Home,12,1398,1,1,1,2.42
R000486,2026-01-09,SUP07,Granite Tools,15,1158,1,1,1,2.63
R000487,2026-01-09,SUP07,Granite Tools,11,651,1,1,1,2.68
R000488,2026-01-09,SUP07,Granite Tools,18,344,1,1,1,4.6
R000489,2026-01-09,SUP08,Harbor Home,9,763,1,1,1,2.59
R000490,2026-01-09,SUP01,Alder Foods,15,1254,1,1,1,2.33
R000491,2026-01-09,SUP03,Cobalt Electronics,8,927,1,1,1,2.09
R000492,2026-01-09,SUP06,Fjord Outdoor,9,1200,1,1,1,3.03
R000493,2026-01-09,SUP04,Delta Apparel,9,931,1,1,1,3.45
R000494,2026-01-09,SUP01,Alder Foods,10,1031,1,1,0,3.45
R000495,2026-01-09,SUP01,Alder Foods,15,406,1,1,1,4.08
R000496,2026-01-09,SUP07,Granite Tools,19,251,1,1,1,7.18
R000497,2026-01-09,SUP03,Cobalt Electronics,11,417,1,1,1,2.78
R000498,2026-01-09,SUP10,Juniper Kitchen,7,404,1,1,1,2.28
R000499,2026-01-09,SUP04,Delta Apparel,12,1016,1,1,0,3.6
R000500,2026-01-09,SUP02,Brightline Beauty,8,976,1,1,1,3.98
R000501,2026-01-09,SUP03,Cobalt Electronics,8,697,1,1,1,2.23
R000502,2026-01-09,SUP10,Juniper Kitchen,7,548,1,1,1,2.54
R000503,2026-01-09,SUP09,Iris Kids,14,997,1,1,1,3.39
R000504,2026-01-09,SUP08,Harbor Home,19,1074,1,1,1,8.41
R000505,2026-01-09,SUP09,Iris Kids,20,481,1,1,1,5.23
R000506,2026-01-09,SUP01,Alder Foods,20,840,1,1,1,5.05
R000507,2026-01-09,SUP10,Juniper Kitchen,9,1249,1,1,1,3.89
R000508,2026-01-09,SUP10,Juniper Kitchen,9,1009,0,1,1,3.31
R000509,2026-01-09,SUP07,Granite Tools,10,1235,1,1,1,2.19
R000510,2026-01-09,SUP03,Cobalt Electronics,8,947,1,1,1,2.36
R000511,2026-01-09,SUP02,Brightline Beauty,8,1325,1,1,1,3.52
R000512,2026-01-09,SUP09,Iris Kids,20,567,1,1,1,5.2
R000513,2026-01-09,SUP09,Iris Kids,11,593,1,1,1,3.4
R000514,2026-01-10,SUP02,Brightline Beauty,11,1348,1,1,1,3.17
R000515,2026-01-10,SUP08,Harbor Home,13,981,1,1,1,2.04
R000516,2026-01-10,SUP03,Cobalt Electronics,14,763,1,1,1,3.88
R000517,2026-01-10,SUP07,Granite Tools,13,367,1,1,1,3.9
R000518,2026-01-10,SUP09,Iris Kids,8,552,0,1,1,2.54
R000519,2026-01-10,SUP02,Brightline Beauty,6,402,1,1,1,2.19
R000520,2026-01-10,SUP07,Granite Tools,8,661,0,1,1,2.03
R000521,2026-01-10,SUP09,Iris Kids,10,917,1,1,1,4.17
R000522,2026-01-10,SUP02,Brightline Beauty,9,1269,1,1,1,2.71
R000523,2026-01-10,SUP06,Fjord Outdoor,16,825,0,1,1,6.29
R000524,2026-01-10,SUP08,Harbor Home,11,523,1,1,1,2.44
R000525,2026-01-10,SUP07,Granite Tools,15,914,0,1,1,2.69
R000526,2026-01-10,SUP03,Cobalt Electronics,8,1100,1,1,1,3.77
R000527,2026-01-10,SUP08,Harbor Home,7,421,1,1,1,3.54
R000528,2026-01-10,SUP06,Fjord Outdoor,14,625,1,1,1,3.75
R000529,2026-01-10,SUP09,Iris Kids,18,505,1,1,1,4.87
R000530,2026-01-10,SUP09,Iris Kids,15,647,1,1,1,3.05
R000531,2026-01-10,SUP04,Delta Apparel,16,642,1,1,1,8.08
R000532,2026-01-10,SUP10,Juniper Kitchen,8,654,1,1,1,2.16
R000533,2026-01-10,SUP03,Cobalt Electronics,12,390,1,1,1,3.59
R000534,2026-01-10,SUP02,Brightline Beauty,13,1001,1,1,1,4.15
R000535,2026-01-10,SUP10,Juniper Kitchen,17,907,1,1,1,4.84
R000536,2026-01-10,SUP02,Brightline Beauty,10,954,1,1,1,3.56
R000537,2026-01-10,SUP08,Harbor Home,21,1110,1,1,1,5.55
R000538,2026-01-10,SUP08,Harbor Home,17,880,1,1,1,6.32
R000539,2026-01-10,SUP02,Brightline Beauty,10,1139,1,1,1,2.8
R000540,2026-01-10,SUP01,Alder Foods,6,968,1,1,1,3.4
R000541,2026-01-10,SUP10,Juniper Kitchen,10,836,1,1,1,2.06
R000542,2026-01-10,SUP04,Delta Apparel,9,980,1,1,1,2.34
R000543,2026-01-10,SUP02,Brightline Beauty,16,250,1,1,1,8.13
R000544,2026-01-10,SUP02,Brightline Beauty,20,1314,1,1,1,6.91
R000545,2026-01-10,SUP05,Evergreen Pet,16,1213,1,1,1,8.2
R000546,2026-01-10,SUP05,Evergreen Pet,19,1068,1,1,1,7.16
R000547,2026-01-10,SUP08,Harbor Home,11,776,1,1,1,2.04
R000548,2026-01-10,SUP04,Delta Apparel,11,1242,1,1,1,3.04
R000549,2026-01-10,SUP04,Delta Apparel,11,683,1,1,1,2.18
R000550,2026-01-10,SUP08,Harbor Home,13,797,1,1,1,3.16
R000551,2026-01-10,SUP01,Alder Foods,13,688,1,1,1,3.83
R000552,2026-01-10,SUP05,Evergreen Pet,11,1287,1,1,1,3.41
R000553,2026-01-10,SUP10,Juniper Kitchen,16,530,1,1,1,7.46
R000554,2026-01-10,SUP05,Evergreen Pet,21,528,1,1,1,5.37
R000555,2026-01-10,SUP07,Granite Tools,16,492,1,1,1,8.34
R000556,2026-01-10,SUP04,Delta Apparel,15,453,1,1,1,3.07
R000557,2026-01-10,SUP10,Juniper Kitchen,8,1218,1,1,1,4.19
R000558,2026-01-10,SUP08,Harbor Home,15,1303,1,1,1,3.64
R000559,2026-01-10,SUP09,Iris Kids,8,654,1,1,1,3.97
R000560,2026-01-10,SUP09,Iris Kids,6,994,1,1,1,3.4
R000561,2026-01-10,SUP10,Juniper Kitchen,9,1188,1,1,1,2.96
R000562,2026-01-10,SUP02,Brightline Beauty,19,334,1,1,1,4.56
R000563,2026-01-10,SUP06,Fjord Outdoor,12,1218,0,1,1,2.66
R000564,2026-01-10,SUP10,Juniper Kitchen,20,1242,1,1,1,8.19
R000565,2026-01-10,SUP03,Cobalt Electronics,18,1225,0,1,1,5.05
R000566,2026-01-10,SUP03,Cobalt Electronics,17,669,1,1,1,5.75
R000567,2026-01-10,SUP01,Alder Foods,18,445,1,1,1,6.96
R000568,2026-01-11,SUP03,Cobalt Electronics,13,938,1,1,1,3.58
R000569,2026-01-11,SUP10,Juniper Kitchen,15,1241,1,1,1,2.61
R000570,2026-01-11,SUP07,Granite Tools,15,282,1,1,1,3.54
R000571,2026-01-11,SUP05,Evergreen Pet,8,1162,1,1,1,3.6
R000572,2026-01-11,SUP03,Cobalt Electronics,18,1002,1,1,1,7.15
R000573,2026-01-11,SUP04,Delta Apparel,17,1295,0,1,1,7.71
R000574,2026-01-11,SUP04,Delta Apparel,7,576,1,1,1,3.62
R000575,2026-01-11,SUP07,Granite Tools,21,609,1,1,1,6.78
R000576,2026-01-11,SUP01,Alder Foods,20,1351,1,1,1,5.6
R000577,2026-01-11,SUP10,Juniper Kitchen,13,1258,1,1,1,2.66
R000578,2026-01-11,SUP06,Fjord Outdoor,17,270,1,1,1,8.36
R000579,2026-01-11,SUP08,Harbor Home,14,1342,1,1,1,3.82
R000580,2026-01-11,SUP02,Brightline Beauty,12,383,1,1,1,2.11
R000581,2026-01-11,SUP10,Juniper Kitchen,15,1354,1,1,1,3.23
R000582,2026-01-11,SUP09,Iris Kids,10,1208,1,1,0,2.89
R000583,2026-01-11,SUP08,Harbor Home,14,446,1,1,1,3.03
R000584,2026-01-11,SUP06,Fjord Outdoor,10,835,1,1,1,2.45
R000585,2026-01-11,SUP06,Fjord Outdoor,17,714,1,1,1,6.58
R000586,2026-01-11,SUP09,Iris Kids,11,1220,1,1,1,2.68
R000587,2026-01-11,SUP09,Iris Kids,14,1320,1,1,1,3.22
R000588,2026-01-11,SUP01,Alder Foods,10,349,1,1,1,2.1
R000589,2026-01-11,SUP08,Harbor Home,18,928,1,1,1,8.19
R000590,2026-01-11,SUP06,Fjord Outdoor,14,386,1,1,1,3.57
R000591,2026-01-11,SUP10,Juniper Kitchen,15,889,1,1,1,2.76
R000592,2026-01-11,SUP08,Harbor Home,13,1258,1,1,1,3.82
R000593,2026-01-11,SUP05,Evergreen Pet,13,300,1,1,1,2.14
R000594,2026-01-11,SUP01,Alder Foods,14,313,1,1,1,3.95
R000595,2026-01-11,SUP10,Juniper Kitchen,6,432,1,1,1,2.46
R000596,2026-01-11,SUP08,Harbor Home,19,885,1,1,1,8.45
R000597,2026-01-11,SUP04,Delta Apparel,7,870,1,1,1,2.2
R000598,2026-01-11,SUP05,Evergreen Pet,10,336,1,1,1,3.73
R000599,2026-01-11,SUP06,Fjord Outdoor,9,297,1,1,1,3.06
R000600,2026-01-11,SUP04,Delta Apparel,11,397,1,1,1,2.72
R000601,2026-01-11,SUP10,Juniper Kitchen,9,360,1,1,1,4.01
R000602,2026-01-11,SUP01,Alder Foods,19,1061,1,0,1,8.68
R000603,2026-01-11,SUP01,Alder Foods,6,1035,0,1,1,3.77
R000604,2026-01-11,SUP09,Iris Kids,16,1352,1,1,1,5.64
R000605,2026-01-11,SUP09,Iris Kids,8,1397,1,1,1,2.86
R000606,2026-01-11,SUP04,Delta Apparel,16,269,1,1,1,7.48
R000607,2026-01-11,SUP08,Harbor Home,8,1238,1,1,1,3.82
R000608,2026-01-11,SUP07,Granite Tools,8,649,1,1,1,3.44
R000609,2026-01-11,SUP03,Cobalt Electronics,9,1108,1,1,1,3.12
R000610,2026-01-11,SUP03,Cobalt Electronics,8,1320,1,1,1,3.01
R000611,2026-01-11,SUP03,Cobalt Electronics,15,612,1,1,1,2.15
R000612,2026-01-11,SUP07,Granite Tools,14,969,1,1,1,4.05
R000613,2026-01-11,SUP08,Harbor Home,14,853,1,1,1,2.63
R000614,2026-01-11,SUP10,Juniper Kitchen,14,716,1,1,1,3.52
R000615,2026-01-12,SUP03,Cobalt Electronics,17,1136,1,1,1,8.28
R000616,2026-01-12,SUP05,Evergreen Pet,14,1376,1,1,1,3.09
R000617,2026-01-12,SUP05,Evergreen Pet,6,506,1,1,1,2.41
R000618,2026-01-12,SUP02,Brightline Beauty,17,1295,1,1,1,7.58
R000619,2026-01-12,SUP01,Alder Foods,11,1149,1,1,1,2.64
R000620,2026-01-12,SUP04,Delta Apparel,10,810,1,1,1,2.95
R000621,2026-01-12,SUP08,Harbor Home,12,623,1,1,1,2.05
R000622,2026-01-12,SUP06,Fjord Outdoor,13,1020,0,1,1,2.15
R000623,2026-01-12,SUP09,Iris Kids,8,1051,1,1,1,3.75
R000624,2026-01-12,SUP10,Juniper Kitchen,15,297,0,1,1,2.09
R000625,2026-01-12,SUP06,Fjord Outdoor,13,1189,1,1,1,3.35
R000626,2026-01-12,SUP01,Alder Foods,8,907,1,1,1,2.72
R000627,2026-01-12,SUP03,Cobalt Electronics,7,929,1,1,1,3.11
R000628,2026-01-12,SUP06,Fjord Outdoor,8,629,0,1,1,2.12
R000629,2026-01-12,SUP04,Delta Apparel,10,906,1,1,1,3.23
R000630,2026-01-12,SUP04,Delta Apparel,20,1106,1,1,1,4.8
R000631,2026-01-12,SUP10,Juniper Kitchen,17,932,1,1,1,5.39
R000632,2026-01-12,SUP08,Harbor Home,18,464,1,1,1,8.63
R000633,2026-01-12,SUP05,Evergreen Pet,10,1368,1,1,1,3.27
R000634,2026-01-12,SUP06,Fjord Outdoor,7,489,1,1,1,2.11
R000635,2026-01-12,SUP04,Delta Apparel,18,940,1,1,1,6.67
R000636,2026-01-12,SUP06,Fjord Outdoor,20,718,1,1,1,4.9
R000637,2026-01-12,SUP07,Granite Tools,10,1287,1,1,1,2.67
R000638,2026-01-12,SUP06,Fjord Outdoor,14,1039,1,1,1,3.15
R000639,2026-01-12,SUP02,Brightline Beauty,13,1282,1,1,1,2.36
R000640,2026-01-12,SUP10,Juniper Kitchen,21,790,0,1,1,7.88
R000641,2026-01-12,SUP03,Cobalt Electronics,17,1039,1,1,1,4.8
R000642,2026-01-12,SUP09,Iris Kids,7,673,1,1,1,2.94
R000643,2026-01-12,SUP08,Harbor Home,19,1144,1,1,1,7.34
R000644,2026-01-12,SUP03,Cobalt Electronics,18,1328,1,1,1,8.67
R000645,2026-01-12,SUP02,Brightline Beauty,9,478,0,1,1,2.84
R000646,2026-01-12,SUP02,Brightline Beauty,11,499,1,1,1,2.86
R000647,2026-01-12,SUP09,Iris Kids,20,1242,1,1,1,5.86
R000648,2026-01-12,SUP03,Cobalt Electronics,9,589,1,1,1,3.83
R000649,2026-01-12,SUP02,Brightline Beauty,18,942,1,1,1,6.17
R000650,2026-01-12,SUP10,Juniper Kitchen,16,1231,1,1,1,7.08
R000651,2026-01-12,SUP02,Brightline Beauty,8,834,1,1,1,3.04
R000652,2026-01-12,SUP04,Delta Apparel,11,562,1,1,1,4.16
R000653,2026-01-12,SUP02,Brightline Beauty,7,1207,1,1,1,2.44
R000654,2026-01-12,SUP04,Delta Apparel,7,819,0,1,1,2.52
R000655,2026-01-12,SUP06,Fjord Outdoor,15,812,1,1,1,4.06
R000656,2026-01-12,SUP02,Brightline Beauty,14,487,1,1,1,2.66
R000657,2026-01-12,SUP10,Juniper Kitchen,12,1098,1,1,1,3.4
R000658,2026-01-12,SUP04,Delta Apparel,9,258,0,1,1,2.15
R000659,2026-01-12,SUP01,Alder Foods,10,380,1,1,1,3.41
R000660,2026-01-12,SUP05,Evergreen Pet,7,1203,1,1,1,2.56
R000661,2026-01-12,SUP04,Delta Apparel,14,357,1,1,1,3.18
R000662,2026-01-12,SUP03,Cobalt Electronics,12,890,1,1,1,3.01
R000663,2026-01-12,SUP08,Harbor Home,14,919,1,1,1,4.01
R000664,2026-01-12,SUP02,Brightline Beauty,10,1262,1,1,1,4.16
R000665,2026-01-12,SUP09,Iris Kids,12,296,1,1,1,2.27
R000666,2026-01-12,SUP01,Alder Foods,11,857,1,1,1,2.4
R000667,2026-01-12,SUP01,Alder Foods,18,1232,1,1,1,8.72
R000668,2026-01-12,SUP08,Harbor Home,18,1399,1,1,1,8.77
R000669,2026-01-12,SUP05,Evergreen Pet,10,1030,1,1,1,2.22
R000670,2026-01-12,SUP04,Delta Apparel,9,591,0,1,1,2.81
R000671,2026-01-12,SUP06,Fjord Outdoor,8,1106,1,1,1,2.09
R000672,2026-01-12,SUP04,Delta Apparel,18,1311,1,1,1,5.42
R000673,2026-01-12,SUP09,Iris Kids,14,968,0,0,1,2.26
R000674,2026-01-12,SUP01,Alder Foods,8,645,0,1,1,3.28
R000675,2026-01-12,SUP03,Cobalt Electronics,8,903,0,1,1,2.12
R000676,2026-01-12,SUP09,Iris Kids,8,277,1,1,1,3.13
R000677,2026-01-12,SUP10,Juniper Kitchen,15,564,1,1,1,2.77
R000678,2026-01-13,SUP04,Delta Apparel,10,444,1,1,1,4.08
R000679,2026-01-13,SUP07,Granite Tools,9,921,1,1,1,2.38
R000680,2026-01-13,SUP08,Harbor Home,11,1009,1,1,1,2.57
R000681,2026-01-13,SUP03,Cobalt Electronics,19,382,1,1,1,4.69
R000682,2026-01-13,SUP03,Cobalt Electronics,16,1162,1,1,1,7.51
R000683,2026-01-13,SUP01,Alder Foods,18,359,1,1,1,5.86
R000684,2026-01-13,SUP10,Juniper Kitchen,9,754,1,1,1,2.17
R000685,2026-01-13,SUP03,Cobalt Electronics,13,829,1,1,1,3.69
R000686,2026-01-13,SUP04,Delta Apparel,14,994,1,1,1,2.2
R000687,2026-01-13,SUP08,Harbor Home,9,874,0,1,1,3.8
R000688,2026-01-13,SUP03,Cobalt Electronics,19,1353,1,1,0,8.12
R000689,2026-01-13,SUP10,Juniper Kitchen,15,634,1,1,1,4.12
R000690,2026-01-13,SUP06,Fjord Outdoor,9,716,1,1,1,2.27
R000691,2026-01-13,SUP03,Cobalt Electronics,15,1165,1,1,1,2.18
R000692,2026-01-13,SUP06,Fjord Outdoor,16,759,0,1,1,4.37
R000693,2026-01-13,SUP04,Delta Apparel,7,1071,0,1,1,3.81
R000694,2026-01-13,SUP03,Cobalt Electronics,11,655,1,1,0,3.8
R000695,2026-01-13,SUP10,Juniper Kitchen,17,1254,1,1,1,5.58
R000696,2026-01-13,SUP04,Delta Apparel,14,851,1,1,1,3.04
R000697,2026-01-13,SUP02,Brightline Beauty,6,933,1,1,1,2.49
R000698,2026-01-13,SUP07,Granite Tools,9,1039,1,1,1,2.9
R000699,2026-01-13,SUP10,Juniper Kitchen,16,784,1,1,1,6.66
R000700,2026-01-13,SUP10,Juniper Kitchen,15,398,1,1,1,3.79
R000701,2026-01-13,SUP02,Brightline Beauty,14,516,0,1,1,3.82
R000702,2026-01-13,SUP07,Granite Tools,11,712,0,1,1,4.1
R000703,2026-01-13,SUP04,Delta Apparel,10,1000,0,1,1,3.36
R000704,2026-01-13,SUP09,Iris Kids,7,1216,1,1,1,2.75
R000705,2026-01-13,SUP03,Cobalt Electronics,10,447,1,1,1,2.07
R000706,2026-01-13,SUP03,Cobalt Electronics,9,644,1,1,1,3.13
R000707,2026-01-13,SUP08,Harbor Home,9,807,1,1,1,3.55
R000708,2026-01-13,SUP08,Harbor Home,9,501,1,1,1,2.88
R000709,2026-01-13,SUP09,Iris Kids,10,1059,0,1,1,4.06
R000710,2026-01-13,SUP06,Fjord Outdoor,14,253,1,1,1,3.77
R000711,2026-01-13,SUP05,Evergreen Pet,17,283,1,1,1,7.9
R000712,2026-01-13,SUP02,Brightline Beauty,12,578,1,1,1,2.77
R000713,2026-01-13,SUP03,Cobalt Electronics,12,1390,1,1,1,4.07
R000714,2026-01-13,SUP07,Granite Tools,8,888,1,1,1,3.16
R000715,2026-01-13,SUP03,Cobalt Electronics,9,1017,1,1,1,3.77
R000716,2026-01-13,SUP04,Delta Apparel,7,415,1,1,1,4.01
R000717,2026-01-13,SUP09,Iris Kids,17,955,1,1,1,6.83
