주문번호,주문일자,매장코드,제품코드,수량,정가,할인율,매출액,원가
O20240114-000385,2024-01-14,ON1,P043,4,45000,0.3,126000,50400
O20240114-000386,2024-01-14,ON2,P025,1,24900,0.1,22410,14442
O20240114-000387,2024-01-14,ON2,P035,1,15900,0.0,15900,6678
O20240115-000388,2024-01-15,S01,P006,1,329000,0.0,329000,217140
O20240115-000389,2024-01-15,S01,P017,1,89000,0.05,84550,39160
O20240115-000390,2024-01-15,S01,P021,2,159000,0.0,318000,222600
O20240115-000391,2024-01-15,S02,P028,1,89000,0.2,71200,44500
O20240115-000392,2024-01-15,S02,P031,2,79000,0.05,150100,75840
O20240115-000393,2024-01-15,S02,P048,3,98000,0.0,294000,111720
O20240115-000394,2024-01-15,S03,P011,1,129000,0.0,129000,58050
O20240115-000395,2024-01-15,S03,P023,1,42000,0.1,37800,27720
O20240115-000396,2024-01-15,S03,P042,3,22000,0.0,66000,21120
O20240115-000397,2024-01-15,S04,P023,5,42000,0.1,189000,138600
O20240115-000398,2024-01-15,S04,P037,1,27000,0.0,27000,10800
O20240115-000399,2024-01-15,S04,P046,1,16900,0.1,15210,6084
O20240115-000400,2024-01-15,S06,P004,1,189000,0.0,189000,139860
O20240115-000401,2024-01-15,S06,P028,1,89000,0.0,89000,44500
O20240115-000402,2024-01-15,S07,P025,5,24900,0.2,99600,72210
O20240115-000403,2024-01-15,S08,P022,4,29000,0.0,116000,71920
O20240115-000404,2024-01-15,S09,P013,1,59000,0.0,59000,23600
O20240115-000405,2024-01-15,S09,P023,1,42000,0.05,39900,27720
O20240115-000406,2024-01-15,S10,P028,3,89000,0.05,253650,133500
O20240115-000407,2024-01-15,S13,P022,1,29000,0.0,29000,17980
O20240115-000408,2024-01-15,S15,P028,3,89000,0.0,267000,133500
O20240115-000409,2024-01-15,S16,P008,1,129000,0.0,129000,79980
O20240115-000410,2024-01-15,S16,P018,2,79000,0.0,158000,64780
O20240115-000411,2024-01-15,S17,P046,3,16900,0.0,50700,18252
O20240115-000412,2024-01-15,ON1,P014,2,45000,0.05,85500,34200
O20240115-000413,2024-01-15,ON1,P028,2,89000,0.0,178000,89000
O20240115-000414,2024-01-15,ON1,P031,2,79000,0.0,158000,75840
O20240115-000415,2024-01-15,ON2,P013,1,59000,0.0,59000,23600
O20240115-000416,2024-01-15,ON2,P024,3,19900,0.0,59700,32835
O20240115-000417,2024-01-15,ON2,P037,1,27000,0.0,27000,10800
O20240116-000418,2024-01-16,S01,P013,1,59000,0.0,59000,23600
O20240116-000419,2024-01-16,S01,P026,3,12900,0.05,36765,18576
O20240116-000420,2024-01-16,S01,P031,2,79000,0.05,150100,75840
O20240116-000421,2024-01-16,S02,P015,1,69000,0.0,69000,27600
O20240116-000422,2024-01-16,S02,P025,2,24900,0.1,44820,28884
O20240116-000423,2024-01-16,S03,P002,1,689000,0.1,620100,496080
O20240116-000424,2024-01-16,S06,P024,3,19900,0.0,59700,32835
O20240116-000425,2024-01-16,S07,P025,2,24900,0.05,47310,28884
O20240116-000426,2024-01-16,S07,P042,3,22000,0.0,66000,21120
O20240116-000427,2024-01-16,S08,P011,1,129000,0.1,116100,58050
O20240116-000428,2024-01-16,S09,P022,2,29000,0.0,58000,35960
O20240116-000429,2024-01-16,S09,P042,2,22000,0.1,39600,14080
O20240116-000430,2024-01-16,S10,P012,2,189000,0.05,359100,158760
O20240116-000431,2024-01-16,S11,P011,1,129000,0.2,103200,58050
O20240116-000432,2024-01-16,S11,P028,1,89000,0.0,89000,44500
O20240116-000433,2024-01-16,S11,P045,2,29000,0.0,58000,17400
O20240116-000434,2024-01-16,S12,P017,2,89000,0.0,178000,78320
O20240116-000435,2024-01-16,S12,P024,2,19900,0.1,35820,21890
O20240116-000436,2024-01-16,S13,P021,1,159000,0.0,159000,111300
O20240116-000437,2024-01-16,S14,P001,1,2190000,0.0,2190000,1708200
O20240116-000438,2024-01-16,S15,P041,2,38000,0.0,76000,22800
O20240116-000439,2024-01-16,S16,P048,3,98000,0.1,264600,111720
O20240116-000440,2024-01-16,S17,P031,3,79000,0.0,237000,113760
O20240116-000441,2024-01-16,S17,P042,2,22000,0.05,41800,14080
O20240116-000442,2024-01-16,S18,P015,1,69000,0.0,69000,27600
O20240116-000443,2024-01-16,S18,P026,3,12900,0.0,38700,18576
O20240116-000444,2024-01-16,ON1,P001,1,2190000,0.05,2080500,1708200
O20240116-000445,2024-01-16,ON1,P023,3,42000,0.0,126000,83160
O20240116-000446,2024-01-16,ON2,P014,1,45000,0.1,40500,17100
O20240116-000447,2024-01-16,ON2,P022,1,29000,0.0,29000,17980
O20240117-000448,2024-01-17,S02,P028,3,89000,0.1,240300,133500
O20240117-000449,2024-01-17,S02,P048,4,98000,0.05,372400,148960
O20240117-000450,2024-01-17,S03,P017,1,89000,0.0,89000,39160
O20240117-000451,2024-01-17,S04,P031,2,79000,0.1,142200,75840
O20240117-000452,2024-01-17,S06,P008,1,129000,0.0,129000,79980
O20240117-000453,2024-01-17,S06,P026,1,12900,0.0,12900,6192
O20240117-000454,2024-01-17,S06,P034,1,69000,0.0,69000,31740
O20240117-000455,2024-01-17,S07,P024,1,19900,0.0,19900,10945
O20240117-000456,2024-01-17,S09,P028,1,89000,0.3,62300,44500
O20240117-000457,2024-01-17,S09,P041,2,38000,0.0,76000,22800
O20240117-000458,2024-01-17,S10,P017,1,89000,0.0,89000,39160
O20240117-000459,2024-01-17,S10,P028,1,89000,0.05,84550,44500
O20240117-000460,2024-01-17,S10,P044,1,42000,0.0,42000,13860
O20240117-000461,2024-01-17,S12,P013,1,59000,0.0,59000,23600
O20240117-000462,2024-01-17,S13,P024,3,19900,0.0,59700,32835
O20240117-000463,2024-01-17,S13,P038,1,49000,0.05,46550,23030
O20240117-000464,2024-01-17,S13,P048,1,98000,0.1,88200,37240
O20240117-000465,2024-01-17,S14,P021,1,159000,0.05,151050,111300
O20240117-000466,2024-01-17,S15,P038,2,49000,0.0,98000,46060
O20240117-000467,2024-01-17,S16,P022,2,29000,0.2,46400,35960
O20240117-000468,2024-01-17,S17,P021,1,159000,0.0,159000,111300
O20240117-000469,2024-01-17,ON1,P004,2,189000,0.0,378000,279720
O20240117-000470,2024-01-17,ON1,P013,1,59000,0.05,56050,23600
O20240117-000471,2024-01-17,ON1,P022,1,29000,0.0,29000,17980
O20240117-000472,2024-01-17,ON1,P031,1,79000,0.0,79000,37920
O20240117-000473,2024-01-17,ON2,P018,1,79000,0.0,79000,32390
O20240117-000474,2024-01-17,ON2,P022,1,29000,0.1,26100,17980
O20240118-000475,2024-01-18,S01,P016,1,119000,0.1,107100,59500
O20240118-000476,2024-01-18,S01,P028,2,89000,0.0,178000,89000
O20240118-000477,2024-01-18,S02,P018,1,79000,0.0,79000,32390
O20240118-000478,2024-01-18,S02,P022,3,29000,0.0,87000,53940
O20240118-000479,2024-01-18,S03,P016,1,119000,0.1,107100,59500
O20240118-000480,2024-01-18,S03,P023,1,42000,0.0,42000,27720
O20240118-000481,2024-01-18,S03,P034,1,69000,0.05,65550,31740
O20240118-000482,2024-01-18,S03,P043,4,45000,0.0,180000,50400
O20240118-000483,2024-01-18,S04,P006,1,329000,0.0,329000,217140
O20240118-000484,2024-01-18,S04,P011,1,129000,0.05,122550,58050
O20240118-000485,2024-01-18,S04,P023,2,42000,0.05,79800,55440
O20240118-000486,2024-01-18,S06,P026,1,12900,0.0,12900,6192
O20240118-000487,2024-01-18,S07,P023,1,42000,0.05,39900,27720
O20240118-000488,2024-01-18,S08,P016,1,119000,0.0,119000,59500
O20240118-000489,2024-01-18,S08,P026,1,12900,0.0,12900,6192
O20240118-000490,2024-01-18,S08,P048,2,98000,0.1,176400,74480
O20240118-000491,2024-01-18,S09,P026,1,12900,0.0,12900,6192
O20240118-000492,2024-01-18,S10,P042,1,22000,0.05,20900,7040
O20240118-000493,2024-01-18,S12,P035,1,15900,0.0,15900,6678
O20240118-000494,2024-01-18,S14,P022,1,29000,0.1,26100,17980
O20240118-000495,2024-01-18,S14,P035,1,15900,0.05,15105,6678
O20240118-000496,2024-01-18,S14,P044,3,42000,0.0,126000,41580
O20240118-000497,2024-01-18,S15,P013,1,59000,0.0,59000,23600
O20240118-000498,2024-01-18,S15,P023,2,42000,0.0,84000,55440
O20240118-000499,2024-01-18,S16,P013,2,59000,0.0,118000,47200
O20240118-000500,2024-01-18,S16,P031,1,79000,0.0,79000,37920
O20240118-000501,2024-01-18,S17,P047,1,15000,0.0,15000,5100
O20240118-000502,2024-01-18,ON1,P008,1,129000,0.05,122550,79980
O20240118-000503,2024-01-18,ON1,P022,1,29000,0.0,29000,17980
O20240118-000504,2024-01-18,ON1,P045,1,29000,0.1,26100,8700
O20240118-000505,2024-01-18,ON2,P018,2,79000,0.05,150100,64780
O20240118-000506,2024-01-18,ON2,P025,1,24900,0.1,22410,14442
O20240119-000507,2024-01-19,S01,P004,1,189000,0.0,189000,139860
O20240119-000508,2024-01-19,S01,P013,1,59000,0.0,59000,23600
O20240119-000509,2024-01-19,S01,P023,1,42000,0.0,42000,27720
O20240119-000510,2024-01-19,S01,P033,1,18900,0.1,17010,10395
O20240119-000511,2024-01-19,S02,P017,2,89000,0.05,169100,78320
O20240119-000512,2024-01-19,S02,P037,1,27000,0.2,21600,10800
O20240119-000513,2024-01-19,S03,P016,1,119000,0.1,107100,59500
O20240119-000514,2024-01-19,S03,P024,2,19900,0.0,39800,21890
O20240119-000515,2024-01-19,S04,P025,2,24900,0.0,49800,28884
O20240119-000516,2024-01-19,S04,P034,1,69000,0.1,62100,31740
O20240119-000517,2024-01-19,S06,P015,1,69000,0.05,65550,27600
O20240119-000518,2024-01-19,S06,P048,1,98000,0.05,93100,37240
O20240119-000519,2024-01-19,S07,P014,1,45000,0.0,45000,17100
O20240119-000520,2024-01-19,S08,P043,1,45000,0.0,45000,12600
O20240119-000521,2024-01-19,S09,P022,1,29000,0.0,29000,17980
O20240119-000522,2024-01-19,S09,P035,1,15900,0.0,15900,6678
O20240119-000523,2024-01-19,S10,P021,2,159000,0.2,254400,222600
O20240119-000524,2024-01-19,S12,P006,2,329000,0.1,592200,434280
O20240119-000525,2024-01-19,S13,P016,2,119000,0.0,238000,119000
O20240119-000526,2024-01-19,S13,P033,1,18900,0.0,18900,10395
O20240119-000527,2024-01-19,S14,P024,1,19900,0.0,19900,10945
O20240119-000528,2024-01-19,S14,P048,2,98000,0.05,186200,74480
O20240119-000529,2024-01-19,S15,P007,1,219000,0.0,219000,140160
O20240119-000530,2024-01-19,S16,P033,1,18900,0.2,15120,10395
O20240119-000531,2024-01-19,S18,P001,1,2190000,0.05,2080500,1708200
O20240119-000532,2024-01-19,S18,P021,3,159000,0.0,477000,333900
O20240119-000533,2024-01-19,ON1,P004,1,189000,0.0,189000,139860
O20240119-000534,2024-01-19,ON1,P025,2,24900,0.3,34860,28884
O20240119-000535,2024-01-19,ON1,P037,1,27000,0.0,27000,10800
O20240119-000536,2024-01-19,ON1,P042,5,22000,0.0,110000,35200
O20240119-000537,2024-01-19,ON2,P004,1,189000,0.0,189000,139860
O20240119-000538,2024-01-19,ON2,P013,2,59000,0.1,106200,47200
O20240119-000539,2024-01-19,ON2,P028,2,89000,0.0,178000,89000
O20240119-000540,2024-01-19,ON2,P032,2,29900,0.0,59800,26910
O20240119-000541,2024-01-19,ON2,P047,5,15000,0.0,75000,25500
O20240120-000542,2024-01-20,S01,P004,1,189000,0.0,189000,139860
O20240120-000543,2024-01-20,S01,P023,1,42000,0.0,42000,27720
O20240120-000544,2024-01-20,S01,P036,1,32000,0.0,32000,11200
O20240120-000545,2024-01-20,S01,P047,1,15000,0.1,13500,5100
O20240120-000546,2024-01-20,S02,P012,1,189000,0.0,189000,79380
O20240120-000547,2024-01-20,S02,P026,1,12900,0.0,12900,6192
O20240120-000548,2024-01-20,S03,P013,1,59000,0.0,59000,23600
O20240120-000549,2024-01-20,S03,P026,4,12900,0.0,51600,24768
O20240120-000550,2024-01-20,S04,P021,2,159000,0.0,318000,222600
O20240120-000551,2024-01-20,S04,P047,2,15000,0.0,30000,10200
O20240120-000552,2024-01-20,S08,P024,1,19900,0.1,17910,10945
O20240120-000553,2024-01-20,S08,P036,1,32000,0.1,28800,11200
O20240120-000554,2024-01-20,S09,P016,1,119000,0.0,119000,59500
O20240120-000555,2024-01-20,S09,P023,1,42000,0.0,42000,27720
O20240120-000556,2024-01-20,S09,P044,2,42000,0.0,84000,27720
O20240120-000557,2024-01-20,S10,P008,1,129000,0.05,122550,79980
O20240120-000558,2024-01-20,S10,P011,1,129000,0.0,129000,58050
O20240120-000559,2024-01-20,S11,P015,1,69000,0.1,62100,27600
O20240120-000560,2024-01-20,S11,P024,1,19900,0.1,17910,10945
O20240120-000561,2024-01-20,S12,P014,1,45000,0.05,42750,17100
O20240120-000562,2024-01-20,S12,P025,4,24900,0.05,94620,57768
O20240120-000563,2024-01-20,S13,P022,2,29000,0.0,58000,35960
O20240120-000564,2024-01-20,S13,P036,1,32000,0.2,25600,11200
O20240120-000565,2024-01-20,S14,P005,1,149000,0.0,149000,101320
O20240120-000566,2024-01-20,S14,P047,2,15000,0.05,28500,10200
O20240120-000567,2024-01-20,S15,P013,1,59000,0.05,56050,23600
O20240120-000568,2024-01-20,S15,P024,2,19900,0.2,31840,21890
O20240120-000569,2024-01-20,S15,P037,2,27000,0.0,54000,21600
O20240120-000570,2024-01-20,S16,P012,1,189000,0.3,132300,79380
O20240120-000571,2024-01-20,S16,P037,1,27000,0.3,18900,10800
O20240120-000572,2024-01-20,S17,P046,2,16900,0.2,27040,12168
O20240120-000573,2024-01-20,S18,P013,2,59000,0.0,118000,47200
O20240120-000574,2024-01-20,ON1,P027,2,8900,0.2,14240,9256
O20240120-000575,2024-01-20,ON2,P008,1,129000,0.0,129000,79980
O20240120-000576,2024-01-20,ON2,P012,1,189000,0.05,179550,79380
O20240120-000577,2024-01-20,ON2,P036,1,32000,0.0,32000,11200
O20240121-000578,2024-01-21,S01,P008,1,129000,0.1,116100,79980
O20240121-000579,2024-01-21,S01,P027,1,8900,0.0,8900,4628
O20240121-000580,2024-01-21,S01,P031,1,79000,0.0,79000,37920
O20240121-000581,2024-01-21,S02,P018,1,79000,0.05,75050,32390
O20240121-000582,2024-01-21,S02,P026,3,12900,0.1,34830,18576
O20240121-000583,2024-01-21,S02,P038,1,49000,0.0,49000,23030
O20240121-000584,2024-01-21,S03,P046,4,16900,0.0,67600,24336
O20240121-000585,2024-01-21,S04,P013,1,59000,0.05,56050,23600
O20240121-000586,2024-01-21,S04,P021,1,159000,0.0,159000,111300
O20240121-000587,2024-01-21,S06,P016,2,119000,0.1,214200,119000
O20240121-000588,2024-01-21,S06,P028,1,89000,0.0,89000,44500
O20240121-000589,2024-01-21,S06,P033,1,18900,0.0,18900,10395
O20240121-000590,2024-01-21,S07,P013,2,59000,0.0,118000,47200
O20240121-000591,2024-01-21,S07,P022,3,29000,0.1,78300,53940
O20240121-000592,2024-01-21,S07,P038,3,49000,0.0,147000,69090
O20240121-000593,2024-01-21,S07,P044,5,42000,0.05,199500,69300
O20240121-000594,2024-01-21,S09,P012,1,189000,0.0,189000,79380
O20240121-000595,2024-01-21,S09,P027,1,8900,0.1,8010,4628
O20240121-000596,2024-01-21,S09,P042,1,22000,0.0,22000,7040
O20240121-000597,2024-01-21,S10,P014,1,45000,0.05,42750,17100
O20240121-000598,2024-01-21,S10,P026,2,12900,0.05,24510,12384
O20240121-000599,2024-01-21,S11,P045,1,29000,0.1,26100,8700
O20240121-000600,2024-01-21,S12,P016,2,119000,0.1,214200,119000
O20240121-000601,2024-01-21,S13,P006,1,329000,0.2,263200,217140
O20240121-000602,2024-01-21,S13,P013,1,59000,0.0,59000,23600
O20240121-000603,2024-01-21,S13,P047,2,15000,0.0,30000,10200
O20240121-000604,2024-01-21,S14,P025,2,24900,0.05,47310,28884
O20240121-000605,2024-01-21,S15,P015,1,69000,0.0,69000,27600
O20240121-000606,2024-01-21,S15,P028,1,89000,0.0,89000,44500
O20240121-000607,2024-01-21,S16,P026,3,12900,0.0,38700,18576
O20240121-000608,2024-01-21,S17,P027,1,8900,0.1,8010,4628
O20240121-000609,2024-01-21,ON1,P028,2,89000,0.0,178000,89000
O20240121-000610,2024-01-21,ON2,P017,1,89000,0.0,89000,39160
O20240121-000611,2024-01-21,ON2,P025,2,24900,0.0,49800,28884
O20240121-000612,2024-01-21,ON2,P036,1,32000,0.05,30400,11200
O20240122-000613,2024-01-22,S01,P014,1,45000,0.1,40500,17100
O20240122-000614,2024-01-22,S01,P022,2,29000,0.0,58000,35960
O20240122-000615,2024-01-22,S01,P036,1,32000,0.0,32000,11200
O20240122-000616,2024-01-22,S02,P002,1,689000,0.0,689000,496080
O20240122-000617,2024-01-22,S03,P028,1,89000,0.2,71200,44500
O20240122-000618,2024-01-22,S04,P033,1,18900,0.1,17010,10395
O20240122-000619,2024-01-22,S04,P046,1,16900,0.0,16900,6084
O20240122-000620,2024-01-22,S06,P001,1,2190000,0.0,2190000,1708200
O20240122-000621,2024-01-22,S06,P015,1,69000,0.0,69000,27600
O20240122-000622,2024-01-22,S06,P032,3,29900,0.1,80730,40365
O20240122-000623,2024-01-22,S07,P022,3,29000,0.05,82650,53940
O20240122-000624,2024-01-22,S07,P032,1,29900,0.0,29900,13455
O20240122-000625,2024-01-22,S08,P027,5,8900,0.0,44500,23140
O20240122-000626,2024-01-22,S09,P024,3,19900,0.0,59700,32835
O20240122-000627,2024-01-22,S09,P041,1,38000,0.0,38000,11400
O20240122-000628,2024-01-22,S10,P012,1,189000,0.05,179550,79380
O20240122-000629,2024-01-22,S10,P042,3,22000,0.1,59400,21120
O20240122-000630,2024-01-22,S11,P026,3,12900,0.1,34830,18576
O20240122-000631,2024-01-22,S13,P022,1,29000,0.1,26100,17980
O20240122-000632,2024-01-22,S14,P002,1,689000,0.05,654550,496080
O20240122-000633,2024-01-22,S15,P024,5,19900,0.05,94525,54725
O20240122-000634,2024-01-22,S18,P027,1,8900,0.2,7120,4628
O20240122-000635,2024-01-22,ON1,P003,1,459000,0.0,459000,321300
O20240122-000636,2024-01-22,ON1,P017,1,89000,0.05,84550,39160
O20240122-000637,2024-01-22,ON1,P028,1,89000,0.0,89000,44500
O20240122-000638,2024-01-22,ON1,P043,2,45000,0.1,81000,25200
O20240122-000639,2024-01-22,ON2,P011,1,129000,0.0,129000,58050
O20240122-000640,2024-01-22,ON2,P027,2,8900,0.0,17800,9256
O20240122-000641,2024-01-22,ON2,P038,1,49000,0.05,46550,23030
O20240123-000642,2024-01-23,S01,P011,1,129000,0.0,129000,58050
O20240123-000643,2024-01-23,S02,P037,1,27000,0.0,27000,10800
O20240123-000644,2024-01-23,S03,P002,1,689000,0.0,689000,496080
O20240123-000645,2024-01-23,S03,P024,1,19900,0.1,17910,10945
O20240123-000646,2024-01-23,S03,P031,1,79000,0.0,79000,37920
O20240123-000647,2024-01-23,S04,P028,1,89000,0.0,89000,44500
O20240123-000648,2024-01-23,S04,P044,2,42000,0.3,58800,27720
O20240123-000649,2024-01-23,S06,P012,1,189000,0.1,170100,79380
O20240123-000650,2024-01-23,S07,P018,1,79000,0.1,71100,32390
O20240123-000651,2024-01-23,S09,P016,1,119000,0.0,119000,59500
O20240123-000652,2024-01-23,S10,P006,1,329000,0.0,329000,217140
O20240123-000653,2024-01-23,S10,P048,1,98000,0.05,93100,37240
O20240123-000654,2024-01-23,S11,P021,3,159000,0.05,453150,333900
O20240123-000655,2024-01-23,S13,P026,2,12900,0.05,24510,12384
O20240123-000656,2024-01-23,S13,P035,1,15900,0.05,15105,6678
O20240123-000657,2024-01-23,S14,P013,3,59000,0.0,177000,70800
O20240123-000658,2024-01-23,S16,P011,1,129000,0.0,129000,58050
O20240123-000659,2024-01-23,S16,P024,1,19900,0.1,17910,10945
O20240123-000660,2024-01-23,ON1,P013,2,59000,0.0,118000,47200
O20240123-000661,2024-01-23,ON1,P027,1,8900,0.1,8010,4628
O20240123-000662,2024-01-23,ON1,P035,3,15900,0.0,47700,20034
O20240123-000663,2024-01-23,ON1,P044,1,42000,0.0,42000,13860
O20240123-000664,2024-01-23,ON2,P004,1,189000,0.0,189000,139860
O20240123-000665,2024-01-23,ON2,P018,1,79000,0.0,79000,32390
O20240123-000666,2024-01-23,ON2,P043,5,45000,0.0,225000,63000
O20240124-000667,2024-01-24,S01,P018,3,79000,0.0,237000,97170
O20240124-000668,2024-01-24,S01,P024,1,19900,0.1,17910,10945
O20240124-000669,2024-01-24,S02,P025,1,24900,0.0,24900,14442
O20240124-000670,2024-01-24,S02,P041,1,38000,0.0,38000,11400
O20240124-000671,2024-01-24,S03,P001,2,2190000,0.0,4380000,3416400
O20240124-000672,2024-01-24,S03,P015,1,69000,0.1,62100,27600
O20240124-000673,2024-01-24,S03,P045,2,29000,0.1,52200,17400
O20240124-000674,2024-01-24,S04,P007,1,219000,0.2,175200,140160
O20240124-000675,2024-01-24,S06,P026,3,12900,0.05,36765,18576
O20240124-000676,2024-01-24,S06,P043,4,45000,0.0,180000,50400
O20240124-000677,2024-01-24,S07,P003,1,459000,0.0,459000,321300
O20240124-000678,2024-01-24,S08,P016,1,119000,0.0,119000,59500
O20240124-000679,2024-01-24,S08,P038,1,49000,0.05,46550,23030
O20240124-000680,2024-01-24,S09,P013,1,59000,0.0,59000,23600
O20240124-000681,2024-01-24,S09,P028,4,89000,0.05,338200,178000
O20240124-000682,2024-01-24,S09,P046,2,16900,0.0,33800,12168
O20240124-000683,2024-01-24,S10,P028,1,89000,0.2,71200,44500
O20240124-000684,2024-01-24,S12,P024,1,19900,0.2,15920,10945
O20240124-000685,2024-01-24,S12,P033,1,18900,0.0,18900,10395
O20240124-000686,2024-01-24,S13,P036,2,32000,0.1,57600,22400
O20240124-000687,2024-01-24,S15,P014,1,45000,0.1,40500,17100
O20240124-000688,2024-01-24,S15,P031,2,79000,0.0,158000,75840
O20240124-000689,2024-01-24,S17,P013,1,59000,0.1,53100,23600
O20240124-000690,2024-01-24,ON1,P007,1,219000,0.0,219000,140160
O20240124-000691,2024-01-24,ON1,P025,1,24900,0.0,24900,14442
O20240124-000692,2024-01-24,ON1,P042,1,22000,0.0,22000,7040
O20240124-000693,2024-01-24,ON2,P008,1,129000,0.1,116100,79980
O20240124-000694,2024-01-24,ON2,P023,2,42000,0.0,84000,55440
O20240124-000695,2024-01-24,ON2,P044,2,42000,0.0,84000,27720
O20240125-000696,2024-01-25,S01,P021,3,159000,0.0,477000,333900
O20240125-000697,2024-01-25,S01,P037,2,27000,0.05,51300,21600
O20240125-000698,2024-01-25,S02,P022,2,29000,0.2,46400,35960
O20240125-000699,2024-01-25,S03,P024,1,19900,0.0,19900,10945
O20240125-000700,2024-01-25,S03,P038,1,49000,0.05,46550,23030
O20240125-000701,2024-01-25,S04,P025,1,24900,0.0,24900,14442
O20240125-000702,2024-01-25,S07,P011,1,129000,0.0,129000,58050
O20240125-000703,2024-01-25,S07,P033,1,18900,0.0,18900,10395
O20240125-000704,2024-01-25,S08,P006,1,329000,0.0,329000,217140
O20240125-000705,2024-01-25,S08,P046,2,16900,0.0,33800,12168
O20240125-000706,2024-01-25,S09,P047,1,15000,0.0,15000,5100
O20240125-000707,2024-01-25,S10,P047,2,15000,0.0,30000,10200
O20240125-000708,2024-01-25,S12,P006,1,329000,0.0,329000,217140
O20240125-000709,2024-01-25,S12,P011,1,129000,0.05,122550,58050
O20240125-000710,2024-01-25,S15,P034,1,69000,0.0,69000,31740
O20240125-000711,2024-01-25,S17,P041,3,38000,0.1,102600,34200
O20240125-000712,2024-01-25,S18,P023,1,42000,0.1,37800,27720
O20240125-000713,2024-01-25,ON1,P002,1,689000,0.1,620100,496080
O20240125-000714,2024-01-25,ON1,P023,4,42000,0.0,168000,110880
O20240125-000715,2024-01-25,ON2,P016,1,119000,0.05,113050,59500
O20240125-000716,2024-01-25,ON2,P045,4,29000,0.0,116000,34800
O20240126-000717,2024-01-26,S01,P013,1,59000,0.05,56050,23600
O20240126-000718,2024-01-26,S01,P021,2,159000,0.0,318000,222600
O20240126-000719,2024-01-26,S01,P037,1,27000,0.0,27000,10800
O20240126-000720,2024-01-26,S01,P046,2,16900,0.0,33800,12168
O20240126-000721,2024-01-26,S02,P013,1,59000,0.05,56050,23600
O20240126-000722,2024-01-26,S02,P022,3,29000,0.0,87000,53940
O20240126-000723,2024-01-26,S03,P016,1,119000,0.1,107100,59500
O20240126-000724,2024-01-26,S04,P016,2,119000,0.05,226100,119000
O20240126-000725,2024-01-26,S04,P026,1,12900,0.0,12900,6192
O20240126-000726,2024-01-26,S06,P031,1,79000,0.3,55300,37920
O20240126-000727,2024-01-26,S06,P048,3,98000,0.0,294000,111720
